dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
920	1304	SPECIES_LOKIX	Lokix	NONE	base	1303	2	1303	NONE	NONE	NONE	UNK	Bug	Dark	71	102	78	52	55	92	450	Swarm	NONE	Tinted Lens	NONE	NONE	642:0,642:1,33:1,43:1,810:1,522:4,310:6,372:9,24:11,103:14,203:18,450:22,364:26,97:30,389:34,623:41,340:44,781:48	18	269,280,67,168,141,530,741,282,490,399,404,332,369,849,450,14,241,405,811,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	35	NONE	0	UNK	UNK	MAP_EVER_GRANDE_CITY:grass:60-65:10:NONE	1	60	11_Pre-Route119-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
921	1305	SPECIES_PAWMI	Pawmi	NONE	base	1305	1	NONE	EVO_LEVEL:1306:16	EVO_LEVEL	level=16	UNK	Electric		45	50	20	40	25	60	240	Static	Natural Cure	Iron Fist	NONE	NONE	10:1,45:1,209:3,98:6,268:8,609:12,91:15,44:19,86:27,21:29,494:31,435:35,97:38,528:40	14	527,85,87,91,168,86,521,528,583,70,451,422,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	29	252,183,186,273	4	UNK	UNK	MAP_ROUTE110:grass:19-23:10:NONE|MAP_MIRAGE_TOWER_2F:grass:30-35:1:NONE	2	19	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
922	1306	SPECIES_PAWMO	Pawmo	NONE	base	1305	2	1305	EVO_LEVEL:1307:32	EVO_LEVEL	level=32	UNK	Electric	Fighting	60	75	40	50	40	85	350	Volt Absorb	Natural Cure	Iron Fist	NONE	NONE	292:0,292:1,10:1,45:1,209:3,98:6,268:8,609:12,91:15,44:19,86:27,21:30,494:33,435:37,97:40,528:42	16	527,85,87,91,67,168,86,9,490,521,528,583,70,451,422,241,240,292,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
923	1307	SPECIES_PAWMOT	Pawmot	NONE	base	1305	3	1306	NONE	NONE	NONE	UNK	Electric	Fighting	70	115	70	70	60	105	490	Volt Absorb	Natural Cure	Iron Fist	NONE	NONE	292:1,10:1,45:1,84:3,98:6,268:8,609:12,91:15,44:19,86:27,21:30,494:34,435:38,97:40,528:42,370:48,818:60	17	370,402,527,85,87,91,280,317,67,168,411,409,661,86,282,9,490,447,521,7,528,8,583,704,70,612,451,339,422,241,299,240,292,844,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	49	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
924	1308	SPECIES_TANDEMAUS	Tandemaus	NONE	base	1308	1	NONE	46:1310:25;45:1309:25	46,45	UNK=25,UNK=25	UNK	Normal		50	50	45	40	45	75	305	Run Away	Pickup	Own Tempo	NONE	NONE	608:1,1:1,497:5,270:8,162:11,458:14,331:18,227:22,583:26,304:30,204:33,383:41,788:46,251:58,808:69	15	402,331,269,304,91,67,168,421,86,282,490,447,332,369,512,583,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	495,44,364,415,321	5	UNK	UNK	MAP_ROUTE121:grass:38-42:20:NONE	1	38	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
925	1309	SPECIES_MAUSHOLD	Maushold	Three	base	1308	2	1308	NONE	NONE	NONE	UNK	Normal		74	75	70	65	75	111	470	Friend Guard	Cheek Pouch	Technician	NONE	NONE	608:1,1:1,497:5,270:8,162:11,458:14,331:18,227:22,583:28,304:33,204:36,383:46,788:53,251:60,808:70	15	402,331,269,304,91,67,168,421,86,282,490,447,332,369,512,583,241,811,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	34	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1310	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
925	1310	SPECIES_MAUSHOLD_FOUR	Maushold	Four	other	1308	2	1308	NONE	NONE	NONE	UNK	Normal		74	75	70	65	75	111	470	Friend Guard	Cheek Pouch	Technician	NONE	NONE	608:1,1:1,497:5,270:8,162:11,458:14,331:18,227:22,583:28,304:33,204:36,383:46,788:53,251:60,808:70	15	402,331,269,304,91,67,168,421,86,282,490,447,332,369,512,583,241,811,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	34	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1309	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
926	1311	SPECIES_FIDOUGH	Fidough	NONE	base	1311	1	NONE	EVO_LEVEL:1312:26	EVO_LEVEL	level=26	UNK	Fairy		37	55	70	30	55	65	312	Own Tempo	NONE	NONE	NONE	NONE	33:1,45:1,122:1,39:1,343:7,44:11,608:15,583:18,526:22,46:28,38:33,204:36,242:39,387:42	14	46,91,661,605,555,583,526,842,422,423,424,34,241,811,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	31	383,336,230,273,281	5	UNK	UNK	MAP_ROUTE124:grass:42-47:20:NONE|Fortree City:trade:UNK-UNK:100:give Maschiff	2	42	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
927	1312	SPECIES_DACHSBUN	Dachsbun	NONE	base	1311	2	1311	NONE	NONE	NONE	UNK	Fairy		57	80	115	50	80	95	477	Well-Baked Body	NONE	Aroma Veil	NONE	NONE	122:1,45:1,33:1,39:1,343:7,44:11,608:15,583:18,526:22,46:26,38:31,273:36,204:38,242:42,387:45	15	46,91,577,661,605,555,583,704,526,842,422,423,424,34,241,811,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
928	1313	SPECIES_SMOLIV	Smoliv	NONE	base	1313	1	NONE	EVO_LEVEL:1314:23	EVO_LEVEL	level=23	UNK	Grass	Normal	41	35	45	58	51	30	260	Early Bird	Harvest	NONE	NONE	NONE	33:1,230:1,71:5,74:7,75:10,270:13,175:16,72:20,580:23,402:25,412:28,73:34,733:38	13	402,331,202,311,412,731,414,447,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	26	262,631,235,311	4	UNK	UNK	MAP_ROUTE104:grass:4-6:5:NONE	1	4	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
929	1314	SPECIES_DOLLIV	Dolliv	NONE	base	1313	2	1313	EVO_LEVEL:1315:35	EVO_LEVEL	level=35	UNK	Grass	Normal	52	53	60	78	78	33	354	Early Bird	Harvest	NONE	NONE	NONE	33:1,230:1,71:5,74:7,75:10,270:13,175:16,72:20,580:23,402:27,412:30,414:34,73:37,733:41	14	402,331,113,202,311,115,412,731,414,447,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	28	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
930	1315	SPECIES_ARBOLIVA	Arboliva	NONE	base	1313	3	1314	NONE	NONE	NONE	UNK	Grass	Normal	78	69	90	125	109	39	510	Seed Sower	Harvest	NONE	NONE	NONE	243:1,219:1,33:1,230:1,71:5,74:7,75:10,270:13,175:16,72:20,580:23,402:27,412:30,414:34,73:44,733:46,80:50,227:54	18	402,331,113,202,304,311,115,577,412,731,414,447,605,842,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_ROUTE123:grass:25-28:10:NONE	1	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
931	1316	SPECIES_SQUAWKABILLY	Squawkabilly	Green	base	1316	1	NONE	NONE	NONE	NONE	UNK	Normal	Flying	82	96	51	45	51	92	417	Intimidate	Hustle	Guts	NONE	NONE	45:1,64:1,102:1,98:6,259:10,332:13,31:17,269:20,253:24,383:27,19:30,263:34,207:38,413:42,355:47,179:52	16	257,269,304,432,168,542,355,403,332,365,369,742,512,413,19,366,492,241,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	38,515,260,575	4	UNK	UNK	MAP_ROUTE120:grass:35-40:4:NONE	1	35	07_Pre-MtChimney-Magma	False	True	False	False	1317,1318,1319	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
931	1317	SPECIES_SQUAWKABILLY_BLUE	Squawkabilly	Blue	other	1317	1	NONE	NONE	NONE	NONE	UNK	Normal	Flying	82	96	51	45	51	92	417	Intimidate	Hustle	Guts	NONE	NONE	45:1,64:1,102:1,98:6,259:10,332:13,31:17,269:20,253:24,383:27,19:30,263:34,207:38,413:42,355:47,179:52	16	257,269,304,432,168,542,355,403,332,365,369,742,512,413,19,366,492,241,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	38,515,260,575	4	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1316,1318,1319	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
931	1318	SPECIES_SQUAWKABILLY_YELLOW	Squawkabilly	Yellow	other	1318	1	NONE	NONE	NONE	NONE	UNK	Normal	Flying	82	96	51	45	51	92	417	Intimidate	Hustle	Sheer Force	NONE	NONE	45:1,64:1,102:1,98:6,259:10,332:13,31:17,269:20,253:24,383:27,19:30,263:34,207:38,413:42,355:47,179:52	16	257,269,304,432,168,542,355,403,332,365,369,742,512,413,19,366,492,241,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	38,515,260,575	4	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1316,1317,1319	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
931	1319	SPECIES_SQUAWKABILLY_WHITE	Squawkabilly	White	other	1319	1	NONE	NONE	NONE	NONE	UNK	Normal	Flying	82	96	51	45	51	92	417	Intimidate	Hustle	Sheer Force	NONE	NONE	45:1,64:1,102:1,98:6,259:10,332:13,31:17,269:20,253:24,383:27,19:30,263:34,207:38,413:42,355:47,179:52	16	257,269,304,432,168,542,355,403,332,365,369,742,512,413,19,366,492,241,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	38,515,260,575	4	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1316,1317,1318	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
932	1320	SPECIES_NACLI	Nacli	NONE	base	1320	1	NONE	EVO_LEVEL:1321:23	EVO_LEVEL	level=23	UNK	Rock		55	55	75	35	35	25	280	Purifying Salt	Sturdy	Clear Body	NONE	NONE	33:1,106:1,88:5,479:10,397:13,29:16,334:20,105:25,157:30,446:33,484:35,89:40,444:45	13	428,442,89,91,661,444,414,157,430,523,334,397,446,34,241,201,408,240,479,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	35	246,174,408	3	UNK	UNK	MAP_RUSTURF_TUNNEL:grass:6-8:1:NONE	1	6	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
933	1321	SPECIES_NACLSTACK	Naclstack	NONE	base	1320	2	1320	EVO_LEVEL:1322:38	EVO_LEVEL	level=38	UNK	Rock		60	60	100	35	65	35	355	Purifying Salt	Sturdy	Clear Body	NONE	NONE	792:0,792:1,33:1,106:1,88:5,479:10,397:13,29:16,334:20,105:28,157:33,446:36,484:39,89:45,444:48	15	428,442,89,91,661,444,414,157,430,523,704,334,397,446,34,241,201,408,240,479,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	NONE	0	UNK	UNK	MAP_ROUTE133:grass:45-50:20:NONE|MAP_SAFARI_ZONE_NORTHWEST:grass:40-45:20:NONE	2	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
934	1322	SPECIES_GARGANACL	Garganacl	NONE	base	1320	3	1321	NONE	NONE	NONE	UNK	Rock		100	100	130	45	90	35	500	Purifying Salt	Sturdy	Clear Body	NONE	NONE	359:0,335:1,469:1,359:1,792:1,33:1,106:1,88:5,479:10,397:13,29:16,334:20,105:28,157:33,446:36,484:43,89:49,444:54,153:58	19	428,442,89,91,280,153,661,444,414,9,157,430,523,7,8,704,334,397,446,350,34,241,201,408,240,479,484,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	MAP_MAGMA_HIDEOUT_4F:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_4F:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_4F:grass:40-50:5:NONE	3	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
935	1323	SPECIES_CHARCADET	Charcadet	NONE	base	1323	1	NONE	EVO_ITEM:1324:216;EVO_ITEM:1325:217	EVO_ITEM,EVO_ITEM	item=216,item=217	UNK	Fire		40	50	40	50	40	35	255	Flash Fire	Weak Armor	Flame Body	NONE	NONE	52:1,310:1,43:1,499:8,83:12,261:16,101:20,488:24,510:28,436:32	10	257,53,126,315,261,488,241,394,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	23	50,180,194	3	UNK	UNK	Route 109:gift:UNK-UNK:100:After beating all trainers in beach house|Route 109 Seashore House:choice:25-25:100:Defeat trainers; difficulty dictates species	2	25	03_Pre-Brawly	False	False	True	True	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
936	1324	SPECIES_ARMAROUGE	Armarouge	NONE	base	1323	2	1323	NONE	NONE	NONE	UNK	Fire	Psychic	85	60	100	125	80	75	525	Flash Fire	Weak Armor	Mega Launcher	NONE	NONE	473:0,473:1,52:1,595:1,310:1,469:1,499:8,83:12,261:16,101:20,172:24,510:28,436:32,347:35,53:40,725:44,816:48	17	257,269,113,311,94,247,396,115,53,126,315,411,412,725,406,261,399,430,473,410,433,488,334,347,500,241,76,595,394,728,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
937	1325	SPECIES_CERULEDGE	Ceruledge	NONE	base	1323	2	1323	NONE	NONE	NONE	UNK	Fire	Ghost	75	125	80	60	100	85	525	Flash Fire	Weak Armor	Sharpness	NONE	NONE	421:0,421:1,425:1,400:1,501:1,632:1,52:1,310:1,469:1,499:8,83:12,261:16,101:20,172:23,510:28,436:32,53:36,394:44,427:48,817:54,14:57	21	370,337,257,269,113,442,247,280,115,53,126,315,261,421,737,404,398,410,15,488,334,339,14,500,241,506,566,394,632,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
938	1326	SPECIES_TADBULB	Tadbulb	NONE	base	1326	1	NONE	EVO_ITEM:1327:213	EVO_ITEM	item=213	UNK	Electric		61	31	41	59	35	45	272	Own Tempo	Static	Damp	NONE	NONE	33:1,189:1,84:7,55:11,268:14,209:17,341:21,175:24,435:28,311:32,604:36,389:40,192:45,570:54	14	527,113,304,311,85,87,115,100,732,86,521,528,451,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	29	330,487	2	UNK	UNK	MAP_NEW_MAUVILLE_INSIDE:grass:25-30:4:NONE|MAP_NEW_MAUVILLE_ENTRANCE:grass:25-30:4:NONE	2	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
939	1327	SPECIES_BELLIBOLT	Bellibolt	NONE	base	1326	2	1326	NONE	NONE	NONE	UNK	Electric		109	64	91	103	83	45	495	Electromorphosis	Static	Damp	NONE	NONE	33:1,303:1,189:1,84:7,55:11,268:14,209:17,341:21,175:24,435:28,311:32,604:36,389:40,192:45,330:47,570:60	16	527,113,56,304,311,85,87,115,100,732,86,521,528,57,451,240,844,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
940	1328	SPECIES_WATTREL	Wattrel	NONE	base	1328	1	NONE	EVO_LEVEL:1329:25	EVO_LEVEL	level=25	UNK	Electric	Flying	40	40	35	55	40	70	280	Static	Volt Absorb	Competitive	NONE	NONE	84:1,64:1,45:4,98:7,365:11,209:15,253:19,355:23,314:27,97:32,521:36,435:43	12	257,527,311,85,87,432,211,542,355,403,732,86,332,365,369,521,528,742,512,413,19,148,451,366,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	39	283,297,311,255,254,256	6	UNK	UNK	MAP_ROUTE103:grass:3-5:10:NONE	1	3	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
941	1329	SPECIES_KILOWATTREL	Kilowattrel	NONE	base	1328	2	1328	NONE	NONE	NONE	UNK	Electric	Flying	70	70	60	105	60	125	490	Static	Volt Absorb	Competitive	NONE	NONE	403:0,403:1,486:1,84:1,64:1,45:4,98:7,365:11,209:15,253:19,355:23,314:27,97:32,521:38,435:46,542:54	16	257,527,311,85,87,432,211,542,355,403,732,86,332,365,369,521,528,742,512,413,19,148,451,366,844,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	40	NONE	0	UNK	UNK	MAP_ROUTE129:grass:45-50:20:NONE|MAP_SOOTOPOLIS_CITY:surf:25-30:4:NONE|MAP_SAFARI_ZONE_SOUTHEAST:grass:40-45:10:NONE	3	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
942	1330	SPECIES_MASCHIFF	Maschiff	NONE	base	1330	1	NONE	EVO_LEVEL:1331:23	EVO_LEVEL	level=23	UNK	Dark		60	78	60	40	51	51	340	Intimidate	Run Away	Stakeout	NONE	NONE	33:1,43:1,184:1,122:4,555:7,468:10,44:14,46:17,29:21,371:25,242:28,207:34,179:39,692:43,38:47	15	46,269,91,168,399,555,583,422,423,424,34,241,811,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	194,283,583,514	4	UNK	UNK	MAP_ROUTE120:grass:35-40:10:NONE	1	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
943	1331	SPECIES_MABOSSTIFF	Mabosstiff	NONE	base	1330	2	1330	NONE	NONE	NONE	UNK	Dark		80	120	90	60	70	85	505	Intimidate	Defiant	Stakeout	NONE	NONE	820:0,820:1,33:1,43:1,184:1,122:4,555:7,468:10,44:14,46:17,29:21,371:25,242:30,207:36,179:42,692:46,38:51	17	46,269,304,91,168,399,528,555,583,422,423,424,34,241,811,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_MT_PYRE_6F:grass:35-40:10:NONE|MAP_MT_PYRE_6F:grass:35-40:10:NONE	2	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
944	1332	SPECIES_SHROODLE	Shroodle	NONE	base	1332	1	NONE	EVO_LEVEL:1333:27	EVO_LEVEL	level=27	UNK	Poison	Normal	40	65	35	40	35	75	290	Unburden	Poison Touch	Prankster	NONE	NONE	43:1,10:1,491:4,44:7,154:9,415:11,305:14,260:18,163:21,369:25,398:27,269:31,164:36,282:40,441:45	15	269,91,188,168,474,282,398,369,441,512,492,14,417,241,811,240,305,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	383,440,162,207,92,575	6	UNK	UNK	MAP_ROUTE121:grass:38-42:20:NONE	1	38	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
945	1333	SPECIES_GRAFAIAI	Grafaiai	NONE	base	1332	2	1332	NONE	NONE	NONE	UNK	Poison	Normal	63	95	65	80	72	110	485	Unburden	Poison Touch	Prankster	NONE	NONE	43:1,10:1,491:4,44:7,154:9,415:11,305:14,260:18,163:21,369:25,398:27,269:33,575:37,164:40,282:45,441:50,38:54,227:70,166:82	19	269,91,188,67,168,474,421,282,490,404,398,369,441,512,492,14,417,241,811,240,305,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	NONE	0	UNK	UNK	MAP_ROUTE109:grass:30-40:20:NONE	1	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
946	1334	SPECIES_BRAMBLIN	Bramblin	NONE	base	1334	1	NONE	EVO_LEVEL:1335:27	EVO_LEVEL	level=27	UNK	Grass	Ghost	40	65	30	45	35	60	275	Infiltrator	NONE	Wind Rider	NONE	NONE	310:1,111:1,205:1,71:5,229:7,425:10,331:13,611:17,506:20,72:23,50:27,566:34,202:38,174:42,220:44,438:47,737:52	17	402,331,202,247,168,412,737,447,220,506,76,566,811,438,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	251,335,73,425,631	5	UNK	UNK	MAP_ROUTE121:grass:38-42:10:NONE|MAP_MT_PYRE_SUMMIT:grass:35-40:10:NONE|MAP_MT_PYRE_SUMMIT:grass:35-40:10:NONE	3	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
947	1335	SPECIES_BRAMBLEGHAST	Brambleghast	NONE	base	1334	2	1334	NONE	NONE	NONE	UNK	Grass	Ghost	55	115	70	80	70	90	480	Infiltrator	NONE	Wind Rider	NONE	NONE	402:0,402:1,310:1,111:1,205:1,71:5,229:7,425:10,331:13,611:17,506:20,72:23,50:27,566:34,202:38,174:42,220:44,438:47,737:58	19	402,331,113,202,247,115,168,412,731,737,447,220,506,76,566,811,408,438,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	34	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
948	1336	SPECIES_TOEDSCOOL	Toedscool	NONE	base	1336	1	NONE	EVO_LEVEL:1337:28	EVO_LEVEL	level=28	UNK	Ground	Grass	40	40	35	50	100	70	335	Clear Body	Mold Breaker	NONE	Tiny Mushroom	Big Mushroom	229:1,35:1,189:1,48:4,71:6,77:8,78:8,48:12,72:16,103:20,341:23,506:28,402:32,74:36,202:44,414:48,438:52	17	402,331,269,113,202,115,188,412,474,282,414,447,430,605,433,492,506,76,811,408,240,438,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	73,92,229,243,282,321,476	7	UNK	UNK	MAP_PETALBURG_WOODS:grass:5-6:4:NONE|MAP_ROUTE123:grass:25-28:20:NONE	2	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
