trainer_id	trainer_name	trainer_class	team_variant	role	location	battle_order_index	difficulty_mode	battle_format	field_effect	roster_size	level_mode	level_min	level_max	roster	roster_species	n_unresolved_species	uses_held_items	n_mega	offensive_types	cannot_hit_neutral	type_resists_whole_team	shared_weaknesses	speed_fastest	speed_slowest	speed_median	source_file	confidence	notes
Trick House:LASS ROBIN:13	LASS ROBIN	Trick House	NONE	Trick House	UNK	13	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Weezing-Galar:Player's Highest Lv -2:Bold:Levitate:Black Sludge:252 HP / 252 Def / 6 SpA:NONE:Strange Steam;Clear Smog;Heat Wave;Sludge Bomb|Ariados:Player's Highest Lv -2:Jolly:Sniper:Scope Lens:6 HP / 252 Atk / 252 Spe:NONE:Cross Poison;Megahorn;Sucker Punch;Night Slash|Tentacruel:Player's Highest Lv -2:Timid:Clear Body:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Hydro Pump;Sludge Bomb;Hex;Toxic|Toxtricity:Player's Highest Lv -2:Timid:Punk Rock:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Overdrive;Boomburst;Psychic Noise;Sludge Bomb|Garbodor-Mega:Player's Highest Lv -2:Jolly:Parasitic Waste:Garbodorite:6 HP / 252 Atk / 252 Spe:NONE:Gunk Shot;Body Slam;Drain Punch;Earthquake|Nihilego:Player's Highest Lv -1:Timid:Beast Boost:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Sludge Wave;Power Gem;Dazzling Gleam;Grass Knot	980,168,73,849,1506,793	0	True	0	Bug,Dark,Electric,Fairy,Fighting,Fire,Ghost,Grass,Ground,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Psychic:6,Ground:5	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:YOUNGSTER EDDIE:25	YOUNGSTER EDDIE	Trick House	NONE	Trick House	UNK	25	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Qwilfish:Player's Highest Lv -2:Impish:Intimidate:Focus Sash:252 HP / 6 Atk / 252 Def:NONE:Toxic Spikes;Taunt;Flip Turn;Explosion|Revavroom:Player's Highest Lv -2:Jolly:Filter:Air Balloon:6 HP / 252 Atk / 252 Spe:NONE:Gunk Shot;Spin Out;Shift Gear;High Horsepower|Drapion:Player's Highest Lv -2:Jolly:Sniper:Scope Lens:6 HP / 252 Atk / 252 Spe:NONE:Wicked Blow;Cross Poison;Ice Fang;Brick Break|Beedrill-Mega:Player's Highest Lv -2:Jolly:Adaptability:Beedrillite:6 HP / 252 Atk / 252 Spe:NONE:Swords Dance;X-Scissor;Poison Jab;Drill Run|Naganadel:Player's Highest Lv -1:Timid:Beast Boost:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Sludge Wave;Dragon Pulse;Fire Blast;Nasty Plot	211,1355,452,910,804	0	True	0	Bug,Dark,Dragon,Fighting,Fire,Ground,Ice,Normal,Poison,Steel,Water	NONE	NONE	Ground:4,Psychic:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:PICNICKER RACHEL:38	PICNICKER RACHEL	Trick House	NONE	Trick House	UNK	38	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Leavanny:Player's Highest Lv -2:Jolly:Sharpness:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Leaf Blade;X-Scissor;Sacred Sword;Swords Dance|Electrode-Hisui:Player's Highest Lv -2:Modest:Reckless:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Chloroblast;Thunderbolt;Volt Switch;Flash Cannon|Crustle:Player's Highest Lv -2:Adamant:Sturdy:White Herb:6 HP / 252 Atk / 252 Spe:NONE:Shell Smash;X-Scissor;Knock Off;Stone Edge|Roserade:Player's Highest Lv -2:Timid:Technician:NONE:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA / 30 Spe:Mega Drain;Sludge;Ancient Power;Hidden Power Fire|Kartana:Player's Highest Lv -1:Jolly:Beast Boost:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Leaf Blade;Smart Strike;Sacred Sword;Night Slash	542,996,558,407,798	0	True	1	Bug,Dark,Electric,Fighting,Grass,Normal,Poison,Rock,Steel	NONE	NONE	Fire:4,Ice:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:GIRL GEORGIA:50	GIRL GEORGIA	Trick House	NONE	Trick House	UNK	50	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Trevenant:Player's Highest Lv -2:Impish:Harvest:Sitrus Berry:252 HP / 6 Atk / 252 Def:NONE:Leech Seed;Confuse Ray;Horn Leech;Poltergeist|Toedscruel:Player's Highest Lv -2:Timid:Clear Body:Yache Berry:6 HP / 252 SpA / 252 Spe:NONE:Spore;Leech Seed;Earth Power;Giga Drain|Masquerain:Player's Highest Lv -2:Timid:Intimidate:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Bug Buzz;Scald;Ice Beam;Quiver Dance|Butterfree:Player's Highest Lv -2:Timid:Compound Eyes:Butterfrite:6 HP / 252 SpA / 252 Spe:NONE:Quiver Dance;Hurricane;Bug Buzz;Giga Drain|Wo-Chien:Player's Highest Lv -1:Bold:Tablets of Ruin:Leftovers:252 HP / 252 Def / 6 SpA:NONE:Leech Seed;Stun Spore;Giga Drain;Ruination	709,1337,284,12,1394	0	True	0	Bug,Dark,Flying,Ghost,Grass,Ground,Ice,Water	NONE	NONE	Flying:5,Fire:4,Ice:4	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:KID TED:62	KID TED	Trick House	NONE	Trick House	UNK	62	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Kleavor:Player's Highest Lv -2:Jolly:Sharpness:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Stone Axe;X-Scissor;Accelerock;Night Slash|Jumpluff:Player's Highest Lv -2:Jolly:Aerilate:Yache Berry:6 HP / 252 Atk / 252 Spe:NONE:Double-Edge;Leaf Blade;Swords Dance;Strength Sap|Parasect:Player's Highest Lv -2:Adamant:Dry Skin:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Spore;Sappy Seed;Leech Life;Crabhammer|Snorlax:Player's Highest Lv -2:Adamant:Thick Fat:Snorlaxite:6 HP / 252 Atk / 252 Spe:NONE:Body Slam;Wood Hammer;Earthquake;Heavy Slam|Pheromosa:Player's Highest Lv -1:Mild:Beast Boost:Expert Belt:6 Atk / 252 SpA / 252 Spe:NONE:Bug Buzz;Close Combat;Aura Sphere;Ice Beam	900,189,47,143,795	0	True	0	Bug,Dark,Fighting,Grass,Ground,Ice,Normal,Rock,Steel,Water	NONE	NONE	Flying:3,Rock:3,Fire:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:CAMPER RUSTY:75	CAMPER RUSTY	Trick House	NONE	Trick House	UNK	75	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Duraludon:Player's Highest Lv -1:Relaxed:Heavy Metal:Eviolite:252 HP / 252 Def / 6 SpA:NONE:Flash Cannon;Dragon Pulse;Body Press;Dragon Tail|Bronzong:Player's Highest Lv -2:Relaxed:Levitate:Occa Berry:252 HP / 252 Def / 6 SpD:NONE:Psychic;Gyro Ball;Body Press;Earthquake|Gholdengo:Player's Highest Lv -2:Timid:Good as Gold:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Nasty Plot;Shadow Ball;Make It Rain;Focus Blast|Samurott:Player's Highest Lv -2:Jolly:Sharpness:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Smart Strike;Knock Off;Razor Shell;Sacred Sword|Iron Crown:Player's Highest Lv -1:Timid:Quark Drive:Booster Energy:6 HP / 252 SpA / 252 Spe:NONE:Tachyon Cutter;Psyshock;Secret Sword;Air Slash	884,437,1393,503,1430	0	True	0	Dark,Dragon,Fighting,Flying,Ghost,Ground,Psychic,Steel,Water	NONE	NONE	Ground:5,Ghost:3,Fire:3,Dark:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:HIKER ALAN:87	HIKER ALAN	Trick House	NONE	Trick House	UNK	87	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Magnezone:Player's Highest Lv -2:Modest:Sturdy:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Flash Cannon;Tri Attack;Volt Switch|Ferrothorn:Player's Highest Lv -2:Relaxed:Iron Barbs:Rocky Helmet:252 HP / 6 Atk / 252 Def:NONE:Power Whip;Gyro Ball;Leech Seed;Thunder Wave|Claydol:Player's Highest Lv -2:Sassy:Levitate:Custap Berry:6 HP / 252 Def / 252 SpA:NONE:Earth Power;Psychic;Ice Beam;Explosion|Steelix-Mega:Player's Highest Lv -2:Impish:Heatproof:Steelixite:252 HP / 6 Atk / 252 Def:NONE:Earthquake;Stone Edge;Heavy Slam;Crunch|Stakataka:Player's Highest Lv -1:Impish:Beast Boost:Air Balloon:252 HP / 6 Atk / 252 Def:NONE:Gyro Ball;Earthquake;Rock Slide;Body Press	462,598,344,922,805	0	True	0	Dark,Electric,Fighting,Grass,Ground,Ice,Normal,Psychic,Rock,Steel	NONE	NONE	Fighting:4,Ground:3,Fire:3,Water:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:CAMPER MARTHA:99	CAMPER MARTHA	Trick House	NONE	Trick House	UNK	99	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Durant:Player's Highest Lv -2:Jolly:Hustle:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Iron Head;Superpower;X-Scissor;First Impression|Bastiodon:Player's Highest Lv -2:Sassy:Dauntless Shield:Focus Sash:252 HP / 6 Def / 252 SpD:NONE:Metal Burst;Body Press;Rock Slide;Iron Head|Skarmory:Player's Highest Lv -2:Impish:Sturdy:Leftovers:252 HP / 6 Atk / 252 Def:NONE:Roost;Toxic;Fly;Iron Head|Kingler:Player's Highest Lv -2:Jolly:Hyper Cutter:Kinglerite:6 HP / 252 Atk / 252 Spe:NONE:Aqua Jet;Liquidation;Ice Hammer;Iron Head|Iron Treads:Player's Highest Lv -1:Jolly:Quark Drive:Booster Energy:6 HP / 252 Atk / 252 Spe:NONE:Iron Head;Wild Charge;Earthquake;Knock Off	632,411,227,99,1382	0	True	0	Bug,Dark,Electric,Fighting,Flying,Ground,Ice,Rock,Steel,Water	NONE	NONE	Fire:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:WALLY:0	WALLY	Victory Road	NONE	Victory Road	Victory Road	0	NORMAL (MGM off)	single	NONE	6	fixed	84	84	Sneasler:84:Jolly:Poison Touch:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Dire Claw;Fake Out;Rock Slide|Shaymin-Sky:84:Timid:Serene Grace:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Seed Flare;Earth Power;Psychic|Celesteela:84:Modest:Beast Boost:Power Herb:6 HP / 252 SpA / 252 Spe:NONE:Meteor Beam;Flamethrower;Air Slash;Flash Cannon|Darmanitan:84:Jolly:Sheer Force:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Superpower;Rock Slide;Earthquake|Raging Bolt:84:Timid:Protosynthesis:Booster Energy:6 HP / 252 SpA / 252 Spe:NONE:Dragon Pulse;Thunderclap;Thunderbolt;Hyper Voice|Gardevoir-Mega:84:Timid:Pixilate:Gardevoirite:6 HP / 252 SpA / 252 Spe:NONE:Hyper Voice;Psychic;Focus Blast;Calm Mind	903,1072,797,555,1428,930	0	True	0	Dragon,Electric,Fighting,Fire,Flying,Grass,Ground,Normal,Poison,Psychic,Rock,Steel	NONE	NONE	Ground:3	326	186	271	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER ALBERT:12	COOLTRAINER ALBERT	Victory Road	NONE	Victory Road	UNK	12	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Toxapex:83:Impish:Regenerator:Black Sludge:252 HP / 6 Atk / 252 Def:NONE:Toxic Spikes;Haze;Liquidation;Poison Jab|Mabosstiff:83:Jolly:Stakeout:Choice Band:6 HP / 252 Atk / 252 Spe:NONE:Crunch;Jaw Lock;Play Rough;Ice Fang|Sigilyph:83:Timid:Magic Guard:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Roost;Stored Power;Cosmic Power|Rhyperior:83:Jolly:Solid Rock:Weakness Policy:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Stone Edge;Megahorn;Thunder Punch|Venusaur-Mega:84:Timid:Thick Fat:Venusaurite:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA / 30 Spe:Solar Beam;Sludge Bomb;Earth Power;Hidden Power Fire	748,1331,561,464,906	0	True	0	Bug,Dark,Electric,Fairy,Fighting,Flying,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Ice:3	268	88	238	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER HOPE:24	COOLTRAINER HOPE	Victory Road	NONE	Victory Road	UNK	24	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Maushold:83:Jolly:Technician:Wide Lens:6 HP / 252 Atk / 252 Spe:NONE:Population Bomb;Bite;Bullet Seed;Tidy Up|Marowak-Alola:83:Adamant:Rock Head:Thick Club:6 HP / 252 Atk / 252 Spe:NONE:Shadow Bone;Flare Blitz;Bonemerang;Thunder Punch|Togekiss:83:Timid:Serene Grace:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Thunder Wave;Moonblast;Roost|Xurkitree:83:Timid:Beast Boost:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Signal Beam;Energy Ball;Tail Glow|Orbeetle-Mega:84:Timid:Magic Guard:Orbeetlite:6 HP / 252 SpA / 252 Spe:NONE:Bug Buzz;Psychic;Energy Ball;Calm Mind	1309,973,468,796,1512	0	True	0	Bug,Dark,Electric,Fairy,Fire,Flying,Ghost,Grass,Ground,Normal,Psychic	NONE	NONE	Rock:3	293	157	269	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER SAMUEL:36	COOLTRAINER SAMUEL	Victory Road	NONE	Victory Road	UNK	36	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Mienshao:83:Jolly:Regenerator:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Close Combat;Poison Jab;U-turn|Flapple:83:Adamant:Hustle:Wide Lens:6 HP / 252 Atk / 252 Spe:NONE:Scale Shot;Grav Apple;Sucker Punch;Dragon Dance|Mr. Rime:83:Timid:Screen Cleaner:Assault Vest:6 HP / 252 SpA / 252 Spe:NONE:Freezy Frost;Psychic;Dazzling Gleam;Shadow Ball|Inteleon:83:Timid:Sniper:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Snipe Shot;Hydro Pump;Ice Beam;Air Slash|Pinsir-Mega:84:Jolly:Aerilate:Pinsirite:6 HP / 252 Atk / 252 Spe:NONE:X-Scissor;Double-Edge;Swords Dance;Close Combat	620,841,866,818,916	0	True	0	Bug,Dark,Dragon,Fairy,Fighting,Flying,Ghost,Grass,Ice,Normal,Poison,Psychic,Water	NONE	NONE	Flying:3	310	199	282	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER CAROLINE:48	COOLTRAINER CAROLINE	Victory Road	NONE	Victory Road	UNK	48	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Weavile:83:Jolly:Infiltrator:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Knock Off;Icicle Crash;Low Kick|Magcargo:83:Timid:Simple:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Shell Smash;Flamethrower;Power Gem;Earth Power|Barraskewda:83:Jolly:Swift Swim:Choice Band:6 HP / 252 Atk / 252 Spe:NONE:Liquidation;Scale Shot;Close Combat;Poison Jab|Mismagius:83:Timid:Levitate:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Moonblast;Hex;Will-O-Wisp;Energy Ball|Lopunny-Mega:84:Jolly:Scrappy:Lopunnite:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Return;Power-Up Punch;Play Rough	461,219,847,429,946	0	True	0	Dark,Dragon,Fairy,Fighting,Fire,Ghost,Grass,Ground,Ice,Normal,Poison,Rock,Water	NONE	NONE	Fighting:3	341	145	319	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER FELIX:60	COOLTRAINER FELIX	Victory Road	NONE	Victory Road	UNK	60	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Reuniclus:83:Modest:Magic Guard:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Psychic;Shadow Ball;Focus Blast;Energy Ball|Granbull:83:Adamant:Bull Rush:Choice Band:6 HP / 252 Atk / 252 Spe:NONE:Play Rough;Ice Fang;Jaw Lock;Crunch|Regidrago:83:Jolly:Dragon's Maw:Dragon Fang:6 HP / 252 Atk / 252 Spe:NONE:Dragon Energy;Dragon Claw;Body Slam;Dragon Dance|Aegislash-Blade:83:Bold:Stance Change:Leftovers:252 HP / 252 Def / 6 SpA:NONE:Shadow Ball;Flash Cannon;Toxic;King's Shield|Manectric-Mega:84:Timid:Intimidate:Manectite:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Thunderbolt;Flamethrower;Charge Beam;Hidden Power Ice	579,210,895,1156,935	0	True	0	Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Grass,Ice,Normal,Psychic,Steel	NONE	NONE	NONE	341	130	157	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Victory Road:COOLTRAINER MICHELLE:72	COOLTRAINER MICHELLE	Victory Road	NONE	Victory Road	UNK	72	NORMAL (MGM off)	single	NONE	5	fixed	83	84	Carbink:83:Sassy:Sturdy:Custap Berry:252 HP / 6 SpA / 252 SpD:NONE:Stealth Rock;Moonblast;Power Gem;Explosion|Polteageist:83:Timid:Heatproof:White Herb:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Giga Drain;Stored Power;Shell Smash|Chatot:83:Timid:Punk Rock:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Chatter;Boomburst;Synchronoise;Hidden Power Grass|Torterra:83:Impish:Self Sufficient:Leftovers:252 HP / 6 Atk / 252 Def:NONE:Wood Hammer;Earthquake;Crunch;Synthesis|Aggron-Mega:84:Impish:Filter:Aggronite:252 HP / 6 Atk / 252 Def:NONE:Earthquake;Stone Edge;Body Press;Heavy Slam	703,855,441,389,933	0	True	0	Dark,Fairy,Fighting,Flying,Ghost,Grass,Ground,Normal,Psychic,Rock,Steel	NONE	NONE	NONE	275	101	123	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:0	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	0	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Simipour:Player's Highest Lv -1:Timid:Gluttony:Sitrus Berry:NONE:30 Atk / 30 SpA / 30 SpD:Grass Knot;Brine;Icy Wind;Hidden Power Ground	516	0	True	0	Grass,Ice,Normal,Water	NONE	NONE	Grass:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:2 BADGES:0	2 BADGES	Hot House	NONE	Hot House	UNK	0	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Hitmontop:Player's Highest Lv -1:Jolly:Technician:Muscle Band:NONE:NONE:Rock Smash;Mach Punch;Aerial Ace;Thief	237	0	True	0	Dark,Fighting,Flying	NONE	NONE	Flying:1,Psychic:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:BEAUTY JOHANNA:12	BEAUTY JOHANNA	Hot House	NONE	Hot House	Route 109 House	12	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Simisage:Player's Highest Lv -1:Timid:Gluttony:Sitrus Berry:NONE:30 SpD / 30 Spe:Giga Drain;Power Gem;Hidden Power Bug;Synthesis	512	0	True	0	Grass,Normal,Rock	Steel	Steel	Flying:1,Poison:1,Bug:1,Fire:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:2 BADGES:12	2 BADGES	Hot House	NONE	Hot House	UNK	12	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Hitmonchan:Player's Highest Lv -1:Jolly:Iron Fist:Muscle Band:NONE:NONE:Mach Punch;Fire Punch;Ice Punch;Thunder Punch	107	0	True	0	Electric,Fighting,Fire,Ice	NONE	NONE	Flying:1,Psychic:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:24	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	24	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Simisear:Player's Highest Lv -1:Timid:Gluttony:Sitrus Berry:NONE:30 Atk / 30 Spe:Mystical Fire;Scorching Sands;Grass Knot;Hidden Power Psychic	514	0	True	0	Fire,Grass,Ground,Normal	NONE	NONE	Ground:1,Rock:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:2 BADGES:24	2 BADGES	Hot House	NONE	Hot House	UNK	24	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Hitmonlee:Player's Highest Lv -1:Adamant:Striker:Muscle Band:NONE:NONE:Low Sweep;Triple Axel;Aqua Step;Mach Punch	106	0	True	0	Fighting,Ice,Water	NONE	NONE	Flying:1,Psychic:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:36	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	36	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Heracross:Player's Highest Lv -1:Jolly:Guts:Flame Orb:6 HP / 252 Atk / 252 Spe:NONE:Protect;Rock Slide;Brick Break;Pounce	214	0	True	0	Bug,Fighting,Rock	NONE	NONE	Flying:1,Fire:1,Psychic:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:3 BADGES:36	3 BADGES	Hot House	NONE	Hot House	UNK	36	NORMAL (MGM off)	single	NONE	2	scales_to_player	UNK	UNK	Stunfisk:Player's Highest Lv -1:Sassy:Water Absorb:Shuca Berry:252 HP / 6 SpA / 252 SpD:NONE:Discharge;Mud Bomb;Rock Slide;Silver Wind|Azumarill:Player's Highest Lv -1:Adamant:Huge Power:Mystic Water:6 HP / 252 Atk / 252 Spe:NONE:Aqua Tail;Play Rough;Aqua Jet;Ice Punch	618,184	0	True	0	Bug,Electric,Fairy,Ground,Ice,Rock,Water	NONE	NONE	Grass:2,Poison:1,Ground:1,Water:1,Electric:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:BEAUTY JOHANNA:48	BEAUTY JOHANNA	Hot House	NONE	Hot House	Route 109 House	48	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Arcanine:Player's Highest Lv -1:Jolly:Intimidate:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Fire Fang;Extreme Speed;Thunder Fang;Crunch	59	0	True	0	Dark,Electric,Fire,Normal	NONE	NONE	Ground:1,Rock:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:3 BADGES:48	3 BADGES	Hot House	NONE	Hot House	UNK	48	NORMAL (MGM off)	single	NONE	2	scales_to_player	UNK	UNK	Scyther:Player's Highest Lv -1:Jolly:Technician:Eviolite:6 HP / 252 Atk / 252 Spe:NONE:Swords Dance;Aerial Ace;Bug Bite;Rock Smash|Lumineon:Player's Highest Lv -1:Timid:Storm Drain:Wise Glasses:6 HP / 252 SpA / 252 Spe:NONE:Scald;Aurora Beam;Air Cutter;Ominous Wind	123,457	0	True	0	Bug,Fighting,Flying,Ghost,Ice,Water	NONE	NONE	Electric:2,Flying:1,Rock:1,Fire:1,Grass:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:60	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	60	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Thievul:Player's Highest Lv -1:Timid:Unburden:Dark Gem:6 HP / 252 SpA / 252 Spe:NONE:Dark Pulse;Sucker Punch;Grass Knot;Psychic	828	0	True	0	Dark,Grass,Psychic	NONE	NONE	Fighting:1,Bug:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:3 BADGES:60	3 BADGES	Hot House	NONE	Hot House	UNK	60	NORMAL (MGM off)	single	NONE	2	scales_to_player	UNK	UNK	Cramorant:Player's Highest Lv -1:Timid:Gulp Missile:Sitrus Berry:6 HP / 252 SpA / 252 Spe:NONE:Roost;Surf;Icy Wind;Air Slash|Pinsir:Player's Highest Lv -1:Jolly:Mold Breaker:Sitrus Berry:6 HP / 252 Atk / 252 Spe:NONE:X-Scissor;Brick Break;Rock Slide;Cut	845,127	0	True	0	Bug,Fighting,Flying,Ice,Rock,Steel,Water	NONE	NONE	Rock:2,Flying:1,Fire:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:72	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	72	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Yanmega:Player's Highest Lv:Timid:Speed Boost:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Bug Buzz;Psychic;Detect	469	0	True	0	Bug,Flying,Psychic	Steel	Steel	Flying:1,Rock:1,Fire:1,Electric:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:4 BADGES:72	4 BADGES	Hot House	NONE	Hot House	UNK	72	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Vaporeon:Player's Highest Lv:Calm:Water Absorb:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Scald;Ice Beam;Shadow Ball;Yawn|Meganium:Player's Highest Lv:Modest:Triage:Big Root:252 HP / 4 SpA / 252 SpD:NONE:Giga Drain;Draining Kiss;Ancient Power;Synthesis|Blaziken-Mega:Player's Highest Lv:Jolly:Striker:Blazikenite:6 HP / 252 Atk / 252 Spe:NONE:Thunderous Kick;Blaze Kick;Knock Off;Power-Up Punch	134,154,928	0	True	0	Dark,Fairy,Fighting,Fire,Ghost,Grass,Ice,Rock,Water	NONE	NONE	Flying:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
