entity_type	entity_name	internal_id	location	sub_area	region	acquisition_method	cost	currency	quantity	repeatable	prerequisites	earliest_gate	gate_basis	trade_given	trade_received	vendor_stock	missable	missable_reason	source_file	confidence	notes	reward_trainer
held_item	Choice band	442	Fortree city	X	Hoenn	reward			1	one_time	defeat X	12_Pre-Winona	defeat X				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	X
held_item	Choice scarf	444	Fortree City	Iriv	Hoenn	reward			1	one_time	defeat Iriv	12_Pre-Winona	defeat Iriv				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Iriv
held_item	Choice specs	443	Fortree City	Cap	Hoenn	reward			1	one_time	defeat Cap	12_Pre-Winona	defeat Cap				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Cap
held_item	Eviolite	494	Petalburg woods	Gardenia	Hoenn	reward			1	one_time	defeat Gardenia	01_Pre-Roxanne	defeat Gardenia				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Gardenia
held_item	Expert Belt	477	Jagged Pass	Maylene	Hoenn	reward			1	one_time	defeat Maylene	07_Pre-MtChimney-Magma	defeat Maylene				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Maylene
held_item	Focus sash	481	Route 118	Crasher Wake	Hoenn	reward			1	one_time	defeat Crasher Wake	11_Pre-Route119-Rival	defeat Crasher Wake				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Crasher Wake
held_item	Kicking shoes	980	Route 111	Black Belt Daisuke	Hoenn	reward			1	one_time	defeat Black Belt Daisuke	07_Pre-MtChimney-Magma	defeat Black Belt Daisuke				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Black Belt Daisuke
held_item	Leaf stones	UNK	Petalburg woods	Gardenia	Hoenn	reward			1	one_time	defeat Gardenia	01_Pre-Roxanne	defeat Gardenia				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Gardenia
held_item	Leftovers	472	Route 117	Fantina	Hoenn	reward			1	one_time	defeat Fantina	06_Pre-Wattson	defeat Fantina				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Fantina
held_item	Leftovers	472	Route 121	Byron	Hoenn	reward			1	one_time	defeat Byron	13_Pre-Dawn-Lilycove	defeat Byron				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Byron
held_item	Punching glove	902	Route 111	Black Belt Daisuke	Hoenn	reward			1	one_time	defeat Black Belt Daisuke	07_Pre-MtChimney-Magma	defeat Black Belt Daisuke				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Black Belt Daisuke
held_item	Rocky helmet	496	Route 121	Byron	Hoenn	reward			1	one_time	defeat Byron	13_Pre-Dawn-Lilycove	defeat Byron				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Byron
held_item	Assault vest	503	Lilycove	Dawn	Hoenn	reward			1	one_time	defeat Dawn	13_Pre-Dawn-Lilycove	defeat Dawn				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Dawn
held_item	Eject Button	501	Evergrande City	Volkner	Hoenn	reward			1	one_time	defeat Volkner	18_Pre-Wally-VictoryRoad	defeat Volkner				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Volkner
held_item	Protective Pads	UNK	Route 111	Black Belt Daisuke	Hoenn	reward			1	one_time	defeat Black Belt Daisuke	07_Pre-MtChimney-Magma	defeat Black Belt Daisuke				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Black Belt Daisuke
held_item	Metronome	483	Route 117	Fantina	Hoenn	reward			1	one_time	defeat Fantina	06_Pre-Wattson	defeat Fantina				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Fantina
held_item	Loaded Dice	904	Route 111	Black Belt Daisuke	Hoenn	reward			1	one_time	defeat Black Belt Daisuke	07_Pre-MtChimney-Magma	defeat Black Belt Daisuke				UNK		General_Documents___Locations.xlsx (Battle Rewards)	Measured	NONE	Black Belt Daisuke
in_game_trade	trade Ralts -> Mime Jr.	UNK	Rustboro City		Hoenn	trade			1	one_time	own a Ralts	01_Pre-Roxanne	location reachability	Ralts	Mime Jr.		FALSE	trade NPC is stationary	General_Documents___Locations.xlsx	Measured	trade Pokemon level/nature/held item/IVs: UNK, source does not state	
in_game_trade	trade Maschiff -> Fidough	UNK	Fortree City		Hoenn	trade			1	one_time	own a Maschiff	12_Pre-Winona	location reachability	Maschiff	Fidough		FALSE	trade NPC is stationary	General_Documents___Locations.xlsx	Measured	trade Pokemon level/nature/held item/IVs: UNK, source does not state	
in_game_trade	trade Delibird -> Iron Bundle	UNK	Pacifidlog Town		Hoenn	trade			1	one_time	own a Delibird	17_Pre-Juan	location reachability	Delibird	Iron Bundle		FALSE	trade NPC is stationary	General_Documents___Locations.xlsx	Measured	trade Pokemon level/nature/held item/IVs: UNK, source does not state	
gift_pokemon	Charcadet	UNK	Route 109		Hoenn	gift			1	one_time	Gift after beating all trainers in beach house	04_Pre-Aqua-Museum	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Tyrogue	UNK	Route 111		Hoenn	gift			1	one_time	Gift after beating Daisuke	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Meltan	UNK	Route 121		Hoenn	gift			1	one_time	Gift after beating Byron	13_Pre-Dawn-Lilycove	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Mew	UNK	Mossdeep City		Hoenn	gift			1	one_time	Gift after beating Sunbird	15_Pre-Tate-and-Liza	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Darkrai	UNK	Mossdeep City		Hoenn	gift			1	one_time	Gift after beating Suneal	15_Pre-Tate-and-Liza	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Kubfu	UNK	Evergrande City		Hoenn	gift			1	one_time	Gift after beating Dawn and Rival	18_Pre-Wally-VictoryRoad	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
gift_pokemon	Zeraora	UNK	Evergrande City		Hoenn	gift			1	one_time	Gift after beating Volkner	18_Pre-Wally-VictoryRoad	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
egg	Togepi Egg	UNK	Rustboro City		Hoenn	gift			1	one_time	In Pokémon Center	01_Pre-Roxanne	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
egg	Riolu Egg	UNK	Route 111		Hoenn	gift			1	one_time	In old man's house	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
egg	Starter Eggs	UNK	Fallarbor Town		Hoenn	gift			1	one_time	Old man inside house for shards	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
egg	Eevee Egg	UNK	Lavaridge Town		Hoenn	gift			1	one_time	Old woman by hot springs	08_Pre-Flannery	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
egg	Type: Null Egg	UNK	Lilycove City		Hoenn	gift			1	one_time	Old man inside house	13_Pre-Dawn-Lilycove	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Old man that gives you early game Egg	UNK	Oldale Town	inside the Poke Center	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Fisherman that gives Old Rod	UNK	Petalburg City	near pond north of the Poke Center	Hoenn	npc			1	repeatable	Rods	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Cut master who gives HM01 Cut after 1st Badge is obtained	UNK	Rustboro City	house right the west of the Poke Center	Hoenn	npc			1	repeatable	HMs / Field	02_Pre-Rustboro-Rival	badge 1				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Devon Corp. President	UNK	Rustboro City	top floor of Devon Building, give Evolution Stones after delivering the letter to Steven in Granite Cave	Hoenn	npc			1	repeatable	Competitive QoL	03_Pre-Brawly	location reachability				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Devon Scientists who give you Fusion items post game	UNK	Rustboro City	Devon Building 2nd floor	Hoenn	npc			1	repeatable	Competitive QoL	postgame	postgame text				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives access to the move relearner functionality for level-up moves: house directly north of Mr. Briney’s dock	UNK	Dewford Town		Hoenn	npc			1	repeatable	Move Services	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Move Deleter	UNK	Slateport City	house in the northwest part of the city	Hoenn	npc			1	repeatable	Move Services	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Fisherman that gives Good Rod	UNK	Route 103	North of Slateport then West of the Trick House	Hoenn	npc			1	repeatable	Rods	05_Pre-Route110-Rival	location reachability				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives Rock Smash	UNK	Mauville City	Stat Editor, Hidden Power type changer, and IV Perfecter: all same house as Rock Smash Dude	Hoenn	npc			1	repeatable	HMs / Field	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Man that used to give Soot Sack now give Scope Lens	UNK	Route 113	house far to the west on the route	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives starter eggs in exchange for shards	UNK	Fallarbor Town	house in the middle-north of town	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Woman that gives mid-game eggs in exchange for yellow shards	UNK	Lavaridge Town	outside of the Poke Center near the sand	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives access to the move relearner functionality for egg moves: house directly east of the department store	UNK	Lilycove City		Hoenn	npc			1	repeatable	Move Services	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives Memory Items for Silvally	UNK	Lilycove City	house furthest east on the cliff	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Old woman in former Shard Collector’s gives several form-changing Key Items (Rotom Catalog	UNK	Route 124	Reveal Glass, Gracidea, Prison Bottle)	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives super rod in Upper right house	UNK	Mossdeep City		Hoenn	npc			1	repeatable	Rods	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Old woman on the lower floors who can summon a Paradox or Ultra Beast of the player’s choosing	UNK	Shoal Cave		Hoenn	npc			1	repeatable	Special Encounters	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives Drive Items for Genesect	UNK	Pacifidlog Town	house furthest east on the cliff	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	NPCs that give form-changing items for Dialga	UNK	Sootopolis City	Palkia, Giratina, Zacian, Zamazenta in houses on the east side of the city	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Old woman who gives you the Red and Blue Orb for Primal Groudon/Kyogre	UNK	Mt. Pyre	at the top of the outside after the events in Sootopolis	Hoenn	npc			1	repeatable	Competitive QoL	17_Pre-Juan	location reachability				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Guy that gives Zygarde Cube to change Zygarde Forms	UNK	Evergrande City (before Victory Road)	in Poke Center	Hoenn	npc			1	repeatable	Competitive QoL	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
npc_service	Old woman on the lower floors who can summon a Paradox or Ultra Beast of the player’s choosing	UNK	Victory Road		Hoenn	npc			1	repeatable	Special Encounters	UNK	no story anchor and no recognised place name				FALSE	stationary NPC	General_Documents___Locations.xlsx	Measured	NONE	
